a,b
0.17384995355393143,-0.048392505409914625
0.22669098833524234,0.5330604497428089
-0.08195368115316759,-0.08194793493221318
0.552724485427587,0.26860215520351804
-0.16431603507723322,0.18989601525508762
-0.1621961924843618,-0.1630054137495899
0.08468679504811194,-0.6696480856302293
-0.6037212413795614,-0.19680063523434044
-0.3544908921170483,0.10998656640834585
-0.3178084264324238,-0.494306295467352
0.5129770691225439,-0.07902170517028748
0.023634871640773342,-0.49866186517470984
-0.19053395358381392,0.03882290639845313
-0.40284775209780593,0.13149430642098517
-0.21022354147158173,-0.10209281242764687
-0.2105973142802889,0.6482973645781281
-0.004724028658276872,-0.3701988251345651
0.28789071923611614,-0.42729527748985774
0.07310225825166439,-0.6858845433579214
-0.46486511711445067,0.06890143255419323
0.25846330299839365,0.05997889841648967
-0.040476898835884186,-0.10538629345625107
-0.5174826966285996,-0.251945472938148
-0.16122356983592562,0.3699927791766205
0.12026640134896148,-0.6170640543769569
0.11342938928817824,-0.13477879814571078
-0.23692270010708555,0.21408670109430375
0.3608498328735828,0.3259480416906695
-0.29372613312792345,-0.1082243315479251
0.11594220099124737,0.3414407944928257
-0.16771098324585149,-0.06498064183233598
-0.38721724090210985,-0.41867231842823477
0.2843840378379693,0.474684009999788
-0.025203542553116846,0.3512365142622084
0.12657260876667195,-0.22579191411179347
0.12648846192794486,0.5383127982630892
-0.012539113688483037,0.5476252795349021
-0.9169107864314104,0.2876658765313283
0.030466473883359928,-0.10465257266305361
0.0321162717874258,-0.6956491201103124
-0.07688516074312918,0.12498940002911124
0.5172629156595306,-0.18139457639577658
-0.28297276101261565,-0.17561496525458778
0.3203907411957259,0.11506288838088956
-0.18541607131846358,0.17964360158967463
0.033977142271814136,0.3390257466865112
-0.24571858285707332,-0.11468175130921887
-0.13723785359625515,-0.5122302318462415
0.10364209697260161,0.09136934526296125
0.0017897098248613112,-0.08210549668130142
-0.495379759717645,-0.14722586296787565
-0.1199500807843693,-0.2807970442275666
-0.05644999908310319,0.14141779988508843
0.6601650654236856,0.06110223449114363
0.09014263675296752,-0.026056070518158524
-0.6715699253546645,-0.009279856407225907
0.021080573479359252,0.8621347393698501
-0.06732633767339288,0.10554156981676435
-0.012149119396835158,-0.40903731316683617
0.3999879850802572,0.26317656144037094
0.2768611814650664,-0.3182856091781586
0.4909780088276347,-0.49064787197729826
0.20539998283009459,0.7666594690334925
-0.3466877137957409,-0.19820420536097016
0.034877977780674425,-0.17621647894066972
-0.5427322008731464,0.023997041182109564
-0.3718062998041367,0.16575735072231354
-0.3217984819818311,0.5424770417561388
-0.274138652317683,-0.11272153067198644
0.2847310260793844,-0.4308025107518843
0.0796109771114453,0.4574999639988498
-0.5626191320964296,0.06462185048630648
0.09095897798694823,0.2736380051220586
-0.4329327488073287,-0.4621598145794967
0.18267954796591415,0.10394463563161511
0.08767249762105678,0.12125687332394149
-0.23800865255247178,0.08128879400635124
0.10257536565453843,-0.2500229963092287
0.6530210789006647,0.16584152231912563
-0.41695622402092697,0.22979376302184037
-0.3411385845795625,0.2754796113098582
0.4055084526525914,-0.28723881142309865
0.33718164523551264,0.1444733244277744
0.28772105599807146,0.6638775439288815
-0.08588584060100467,-0.2638076575251213
-0.31133005036893313,-0.2855335997379034
-0.026985598294936467,0.11940319118582535
0.09684177976550666,0.2895141371626083
0.0045506621572674565,0.5087369270050609
-0.09262989163328463,0.9520592083063665
0.21898357171775215,-0.3000051447456989
-0.3748123743213893,0.16886534533511485
-0.07821197486404781,0.24990017293223218
0.16563316860074068,-0.02549011942990547
-0.2963778013239417,-0.5301965286400526
-0.15628023322345735,0.29973957801321527
0.07493281044557139,-0.4360085725491958
0.0606133240479137,0.13486108290509286
-0.30935010267039653,0.053803787080934765
0.020373051456099963,-0.40003960424071805
0.12522557612189913,0.19627458422888203
0.37906793511134695,0.368830718212216
-0.4821842787849818,-0.32823876397029295
0.18026234352303092,0.17982508281927306
0.18026669020711675,1.3484560217291524
0.19981167874260844,0.3974479740632096
0.33390061722262077,0.2279869379570293
-0.11034423562412096,0.2656392271726436
-0.2704888250881501,-0.0828865123590031
-0.1698772417401862,0.028655948785212892
0.810130498335728,-0.6535428174071117
0.2401910666310797,-0.5644505549163781
-0.1651761530263017,0.3811327089385781
0.022498006683411967,-0.3772106722752571
-0.2503562982409889,0.23785921212713654
-0.2556283211009978,0.07576050635369119
0.015950143966334825,-0.22806012166203596
0.7503804312638639,0.2218716578113039
-0.7087999053301625,0.06525901016929968
-0.23162526266893577,0.2983516671786784
-0.2773822584514452,-0.040157754513414655
0.17674554764316,0.3030143179595425
-0.42010374246952165,-0.11707543254433192
-0.16623085890633466,-0.22866523140079914
0.6179089840983839,0.14174359883633442
-0.44130938401726577,0.3212516814691716
0.7427546689544215,0.36136284119290135
-0.5317794880839046,-0.16948192550318797
0.44341890221531793,-0.24768431296657326
0.15533679985117993,0.27112191870026786
-0.324425665052329,-0.020833874621630027
-1.1344435690241754,-0.3585356744670014
-0.0883988529876061,-0.4367241136876973
0.5713439563760723,-0.5005494822862214
-0.1540155703439443,0.04575920205013197
0.5044456511731404,-0.5025517529128037
0.4071073132542358,0.003581571356855467
-0.3435280278667828,0.16173621599214474
0.0696708934507145,-0.21007590700557813
0.02443072974650662,-0.13485975890161606
0.03973107083793681,0.23174573608236632
0.5551058856508732,-0.4332354245893971
0.7465616811296932,-0.6832307298328756
-0.05312478326245416,0.20591102226960178
0.09834715370726142,-0.21794483193720782
-0.07284278762504633,-0.17255032713059149
-0.20627766493047403,0.2973607339573586
0.12495542008776656,-0.24251835834122895
0.3148599564016377,0.10755483230681326
0.284501741593636,0.22037009467326427
-2.615585129144322,-4.272369936358064
-3.870725474643326,3.218600592903563
3.007377019690299,2.0624222715649623
3.6820168712071677,-4.186512193581002
5.88606170400808,-4.15162285914808
-1.0485878770628823,4.866395785011754
-1.5357829704866024,-1.257292042438797
3.3169555289039625,-1.293578529331091
-1.9103575169637859,3.1279956725750253
5.169087907242776,4.472485773838587
4.300953022116142,4.860010638228708
-0.8520716714997798,2.5337818525894162
3.0104528134979684,-1.2374041446908421
3.0545144890161886,-4.164992833013312
-4.762513573968809,2.7714691592743677
4.8306348801548005,0.58404249735805
0.06302846937428619,-0.7577799075302369
3.917489593292899,4.06354385094736
-2.159404787632659,-3.888025176938487
4.746278741954406,-0.07374895709140894
